"Date","Historical Avg (2015-2019)","Cumulative COVID Deaths","Daily COVID Deaths","14 Day Avg COVID Deaths","Registered Deaths","14 Day Avg Registered Deaths","Excess Deaths"
2021-03-28,158.128571428571,4227,4,3.71428571428571,172,179.142857142857,21.0142857142857
2021-03-29,157.814285714286,4229,2,3.78571428571429,197,180.357142857143,22.5428571428571
2021-03-30,157.842857142857,4233,4,3.85714285714286,188,180.428571428571,22.5857142857143
2021-03-31,156.785714285714,4240,7,4,212,183,26.2142857142857
2021-04-01,155.985714285714,4246,6,4.21428571428571,196,184.642857142857,28.6571428571428
2021-04-02,156.142857142857,4253,7,4.42857142857143,198,186.571428571429,30.4285714285714
2021-04-03,156.071428571429,4261,8,4.85714285714286,200,189.071428571429,33
2021-04-04,155.314285714286,4265,4,5.07142857142857,212,191,35.6857142857143
2021-04-05,156.214285714286,4272,7,5.21428571428571,164,188.714285714286,32.5
2021-04-06,155.785714285714,4277,5,5.28571428571429,191,190.071428571429,34.2857142857143
2021-04-07,156.014285714286,4283,6,5.35714285714286,177,190.285714285714,34.2714285714286
2021-04-08,154.914285714286,4289,6,5.28571428571429,195,192.5,37.5857142857143
2021-04-09,155.142857142857,4299,10,5.71428571428571,227,194.285714285714,39.1428571428571
2021-04-10,155.242857142857,4309,10,6.14285714285714,199,194.857142857143,39.6142857142857
2021-04-11,155.128571428571,4321,12,6.71428571428571,198,196.714285714286,41.5857142857143
2021-04-12,154.485714285714,4329,8,7.14285714285714,217,198.142857142857,43.6571428571428
2021-04-13,154.171428571429,4334,5,7.21428571428571,213,199.928571428571,45.7571428571428
2021-04-14,153.585714285714,4341,7,7.21428571428571,224,200.785714285714,47.2
2021-04-15,153.928571428571,4350,9,7.42857142857143,199,201,47.0714285714286
2021-04-16,153.514285714286,4361,11,7.71428571428571,241,204.071428571429,50.5571428571429
2021-04-17,154.457142857143,4383,22,8.71428571428571,229,206.142857142857,51.6857142857143
2021-04-18,155.2,4397,14,9.42857142857143,245,208.5,53.3
2021-04-19,154.328571428571,4412,15,10,254,214.928571428571,60.6
2021-04-20,153.914285714286,4429,17,10.8571428571429,257,219.642857142857,65.7285714285714
2021-04-21,154.157142857143,4447,18,11.7142857142857,263,225.785714285714,71.6285714285714
2021-04-22,155.2,4471,24,13,290,232.571428571429,77.3714285714286
2021-04-23,156.1,4509,38,15,287,236.857142857143,80.7571428571429
2021-04-24,156.7,4535,26,16.1428571428571,314,245.071428571429,88.3714285714286
2021-04-25,157.457142857143,4564,29,17.3571428571429,319,253.714285714286,96.2571428571429
2021-04-26,158.014285714286,4599,35,19.2857142857143,343,262.714285714286,104.7
2021-04-27,158.771428571429,4626,27,20.8571428571429,318,270.214285714286,111.442857142857
2021-04-28,159.771428571429,4658,32,22.6428571428571,286,274.642857142857,114.871428571429
2021-04-29,159.257142857143,4698,40,24.8571428571429,280,280.428571428571,121.171428571429
2021-04-30,159.657142857143,4741,43,27.1428571428571,230,279.642857142857,119.985714285714
